,Topic,Count,TopicLabel,WordScore,Sentiment
0,-1,52802,-1_support_health_amp_covid19,"[('support', 0.011343100860503415), ('health', 0.010419778351751627), ('amp', 0.007876186603058607), ('covid19', 0.0064719603090393745), ('care', 0.005721613902077355), ('thank', 0.005404657619188749), ('mental', 0.00523333777972656), ('mental health', 0.005035147708203), ('healthcare', 0.004993467125340606), ('supporting', 0.004561347311308829)]",positive
1,0,1125,0_amp_safe_amp support_support,"[('amp', 0.0460088627266336), ('safe', 0.011947923867089046), ('amp support', 0.010479059723701228), ('support', 0.009327109888841601), ('healthy', 0.008387711256895388), ('gratitude friday', 0.0077431224580076395), ('past week', 0.007717018716159421), ('gf', 0.007674778085398575), ('health amp', 0.007355394150318942), ('safe amp', 0.007122309893729028)]",positive
2,1,1094,1_frontline_workers_frontline workers_support frontline,"[('frontline', 0.03790003330121517), ('workers', 0.03175742078976714), ('frontline workers', 0.021579967774392184), ('support frontline', 0.019280242988646928), ('healthcare workers', 0.017252537626071145), ('healthcare', 0.01615331830178762), ('support', 0.015150227091113341), ('frontline healthcare', 0.014657233149673763), ('covid19', 0.014597942914329122), ('frontline healthcare workers', 0.01317348404465299)]",positive
3,2,914,2_vaccine_vaccination_covid19_vaccines,"[('vaccine', 0.03805067882124321), ('vaccination', 0.022474464280918763), ('covid19', 0.015101680839342829), ('vaccines', 0.01361441416810422), ('covid', 0.012265323063307262), ('support', 0.011233803950455739), ('covid19 vaccine', 0.010496345660648351), ('vaccinated', 0.010259081807541974), ('amp', 0.007875178785368853), ('health', 0.007845969159188216)]",positive
4,3,911,3_mask_masks_wear_covid19,"[('mask', 0.037732525431703516), ('masks', 0.031049916656031996), ('wear', 0.014248036939083242), ('covid19', 0.01342461685886921), ('wear mask', 0.01143107152514721), ('support', 0.011312332372819258), ('face', 0.01100700570833626), ('wearing', 0.010250424467884276), ('coronavirus covid19', 0.009818613061020795), ('coronavirus', 0.00911139512399502)]",positive
5,4,857,4_mental_mental health_students_health,"[('mental', 0.03904993028841903), ('mental health', 0.03812415706948961), ('students', 0.03397267189619428), ('health', 0.02227450905394795), ('school', 0.01787672682632872), ('schools', 0.013715692892537283), ('student', 0.01218058083476649), ('mental health services', 0.0111861394220206), ('support', 0.010605203077033207), ('teachers', 0.009674247526445273)]",positive
6,5,820,5_mental_mental health_health_mental health services,"[('mental', 0.04789674694594708), ('mental health', 0.046913753714166964), ('health', 0.0288637213862858), ('mental health services', 0.02409882483600617), ('health services', 0.020585781872821427), ('services', 0.02026301546070066), ('support mental health', 0.012940437860752569), ('support mental', 0.012789304719817944), ('support', 0.012176352964941), ('need', 0.007317909852384263)]",positive
7,6,797,6_black_abortion_maternal_health,"[('black', 0.02063876311044202), ('abortion', 0.018167851927773267), ('maternal', 0.014739853354013111), ('health', 0.014122121572466607), ('support', 0.01282376754526446), ('reproductive', 0.01134745945738337), ('mental', 0.010587595814406707), ('mental health', 0.010538038232588115), ('mothers', 0.009423487744372195), ('women', 0.008613581721006526)]",positive
8,7,783,7_meals_food_restaurants_local,"[('meals', 0.02132514833860938), ('food', 0.02116347952651629), ('restaurants', 0.020003953187404788), ('local', 0.01629952960540304), ('workers', 0.013738606822635082), ('support', 0.012126258863156379), ('frontline', 0.011249163894095582), ('local restaurants', 0.010548763529471813), ('restaurant', 0.009722806647784913), ('healthcare', 0.009261054688354592)]",positive
9,8,732,8_workers_strike_union_labor,"[('workers', 0.03242591983421507), ('strike', 0.03086086081158537), ('union', 0.017443837100162268), ('labor', 0.014309605860387351), ('support', 0.013987556182967504), ('unions', 0.012905581309686321), ('wages', 0.0125177485204281), ('worker', 0.012154784106869916), ('nurses', 0.011467453888641045), ('fair', 0.0110257814310509)]",positive
10,9,704,9_aviation_pilots_extension_payrollsupportprogram,"[('aviation', 0.06454599375028794), ('pilots', 0.05668022152048228), ('extension', 0.054571932563443705), ('payrollsupportprogram', 0.05427732864018111), ('extension payrollsupportprogram', 0.053834795412863796), ('pilots frontline', 0.053364946408140136), ('pilots frontline workers', 0.052067014323218926), ('constituent asking', 0.051236500783645), ('pilot constituent asking', 0.050521746927665576), ('pilot constituent', 0.050521746927665576)]",positive
11,10,654,10_trump_supporters_biden_president,"[('trump', 0.03927073512822359), ('supporters', 0.021548395941843167), ('biden', 0.011228495886747868), ('president', 0.011176328408936096), ('trump supporters', 0.010986806038570319), ('bernie', 0.009313402373579659), ('gop', 0.009175924936617267), ('people', 0.009047573143192971), ('trumps', 0.00821250365760031), ('supporter', 0.007372910701221643)]",positive
12,11,584,11_job_link bio_bio_link,"[('job', 0.03553456717302295), ('link bio', 0.027976832854887355), ('bio', 0.02727980370744169), ('link', 0.024489033907731512), ('support worker', 0.024299625965226467), ('worker', 0.020986497026893917), ('personal support', 0.020772529903108038), ('click link bio', 0.02074694033707297), ('personal support worker', 0.02038728318782424), ('click link', 0.01923052858340163)]",positive
13,12,557,12_immune_cbd_immune system_immunesupport,"[('immune', 0.03418124441433108), ('cbd', 0.02219806499803858), ('immune system', 0.022106394213521435), ('immunesupport', 0.016544903348724552), ('system', 0.016248808441951416), ('healthy', 0.015911190467792893), ('health', 0.015262906266055469), ('vitamin', 0.014337316493099203), ('zinc', 0.011322716775799498), ('natural', 0.011154913271145572)]",positive
14,13,537,13_appreciate_appreciate support_thank_support,"[('appreciate', 0.09074934264799377), ('appreciate support', 0.07811027284891961), ('thank', 0.0365300394098599), ('support', 0.032786737022444806), ('thanks', 0.02482211095820353), ('sharing hiring', 0.02327020679441259), ('hiring post', 0.02327020679441259), ('thank sharing hiring', 0.02327020679441259), ('sharing hiring post', 0.02327020679441259), ('fcps1thanksyou', 0.022389569576764072)]",positive
15,14,531,14_lgbtq_pride_pridemonth_pride month,"[('lgbtq', 0.05481304894310945), ('pride', 0.04484940596455043), ('pridemonth', 0.028147396718125377), ('pride month', 0.024216816804272033), ('month', 0.02142205768892904), ('community', 0.017267212797888985), ('lgbtq community', 0.017254309797022825), ('lgbtqia', 0.016465029328625327), ('health', 0.015577912512411527), ('happy pride', 0.012666320699527832)]",positive
16,15,520,15_athletes_coaches_mental_mental health,"[('athletes', 0.03113350479042108), ('coaches', 0.018857951476860653), ('mental', 0.016536129861636623), ('mental health', 0.015829003573918986), ('sports', 0.014693595024004675), ('health', 0.01463396636178981), ('coach', 0.01259095518623633), ('players', 0.012235712519049613), ('support', 0.011381550366935124), ('athlete', 0.008103635021876124)]",positive
17,16,510,16_veterans_military_veteran_support,"[('veterans', 0.062178783997302145), ('military', 0.02645934929327947), ('veteran', 0.01801890570188626), ('support', 0.01164994669062986), ('appreciation', 0.011055918026126875), ('service', 0.010553189879229617), ('thank', 0.010360749750668374), ('support veterans', 0.008719135217278256), ('vets', 0.008682185345541696), ('families', 0.008678402273858766)]",positive
18,17,491,17_gun_mental_gun violence_mental health,"[('gun', 0.06293235871828277), ('mental', 0.01980163768456054), ('gun violence', 0.019223843150266717), ('mental health', 0.019165579405802397), ('violence', 0.018292982509060633), ('guns', 0.017393396577704466), ('laws', 0.015871995786164668), ('mental health services', 0.013012269684482275), ('health', 0.012774707789949855), ('background', 0.012262682232176043)]",positive
19,18,423,18_year_happy_new year_happy new,"[('year', 0.03671676440774787), ('happy', 0.029794750047122755), ('new year', 0.02955037487632367), ('happy new', 0.023382972293625858), ('new', 0.02243431433143725), ('happy new year', 0.02035396215976291), ('merry', 0.020299963507551623), ('christmas', 0.018906715848785137), ('happiness', 0.01866842164760781), ('good', 0.017361575840831044)]",positive
20,19,421,19_campaign_support campaign_support_supporting campaign,"[('campaign', 0.05229959815824244), ('support campaign', 0.013545065432578812), ('support', 0.012049364765567094), ('supporting campaign', 0.011768544946329739), ('election', 0.011337698445841538), ('vote', 0.010578717256864526), ('reelection', 0.010076179513259368), ('iapolitics', 0.010058374842055877), ('iasen', 0.00921005074793644), ('krausecares', 0.00921005074793644)]",positive
21,20,401,20_telehealth_telehealth services_telemedicine_services,"[('telehealth', 0.07622047351862718), ('telehealth services', 0.043027548222179045), ('telemedicine', 0.03228065939750801), ('services', 0.02627700043739557), ('care', 0.01857437966238323), ('covid19', 0.01689899994106949), ('patients', 0.01598178648791334), ('threatening overwhelm', 0.015214387619635237), ('covid19 threatening', 0.015214387619635237), ('facilitating care many', 0.015214387619635237)]",positive
22,21,398,21_music_seniors_artists_art,"[('music', 0.03322670358487246), ('seniors', 0.025261952683222177), ('artists', 0.022839609112502955), ('art', 0.022072412013414512), ('arts', 0.019445794957921286), ('songs', 0.01926247245047782), ('musictherapy', 0.019138531125921527), ('songs enhance', 0.017720333924552224), ('health wellness seniors', 0.017720333924552224), ('seniors aging', 0.017720333924552224)]",positive
23,22,388,22_healthy_safe_stay_safe healthy,"[('healthy', 0.024861064969159203), ('safe', 0.02209179969161724), ('stay', 0.021929026117501617), ('safe healthy', 0.01938211072560054), ('stay safe', 0.01730202554062682), ('health', 0.016619805718520828), ('stay safe healthy', 0.01608890543138051), ('support', 0.01587450227091853), ('thank', 0.012827004068278284), ('easter', 0.009732599274071201)]",positive
24,23,383,23_petition_sign petition_sign petition via_petition via,"[('petition', 0.09035755324355302), ('sign petition', 0.08015901387455907), ('sign petition via', 0.0723584579106939), ('petition via', 0.07230086464680498), ('sign', 0.06948142986187261), ('via', 0.053325055582505936), ('leaders sign', 0.040529566608803795), ('young protest leaders', 0.040529566608803795), ('leaders sign petition', 0.040529566608803795), ('support young protest', 0.040529566608803795)]",positive
25,24,377,24_mens_mens health_movember_health,"[('mens', 0.0603646494819225), ('mens health', 0.051506508569077014), ('movember', 0.026729020906291024), ('health', 0.020150169376797537), ('support mens', 0.01936483604979751), ('men', 0.01902235058084331), ('support mens health', 0.017416374359867818), ('month', 0.01612618679895311), ('awareness', 0.01509008090446365), ('support', 0.0143997482000742)]",positive
26,25,365,25_protest_protests_peaceful_peaceful protest,"[('protest', 0.05089413813565195), ('protests', 0.038860501011995334), ('peaceful', 0.030959199725765385), ('peaceful protest', 0.017302011522472925), ('police', 0.012102688910575702), ('support', 0.011292898319714835), ('people', 0.011177474364206519), ('blacklivesmatter', 0.010350752345388245), ('black', 0.009720177791507589), ('blm', 0.009229803293642268)]",positive
27,26,341,26_week_appreciation_assistant_appreciation week,"[('week', 0.03223144953765798), ('appreciation', 0.027674281644530563), ('assistant', 0.024643881566451722), ('appreciation week', 0.02173129032374283), ('teachers', 0.02120038996319536), ('appreciate', 0.018798404012077805), ('principals', 0.018551280197633618), ('happy', 0.018469629300757195), ('thank', 0.01742799903767774), ('teacher', 0.016925333723992225)]",positive
28,27,341,27_gofundme_support gofundme_gofundme campaign_support gofundme campaign,"[('gofundme', 0.16685684619634056), ('support gofundme', 0.1396198386183707), ('gofundme campaign', 0.13722944532693832), ('support gofundme campaign', 0.13576220580697806), ('please support gofundme', 0.13179183608785394), ('please support', 0.11191833559899046), ('campaign', 0.09652742927916458), ('campaign please', 0.08708615171211591), ('please', 0.0863959705514211), ('gofundme campaign please', 0.08234630784500899)]",positive
29,28,331,28_gym_fitness_fitness1gym35ave_supportsmallbusiness locallyownedandoperated,"[('gym', 0.08000386493523651), ('fitness', 0.07825592030215484), ('fitness1gym35ave', 0.07800331474060847), ('supportsmallbusiness locallyownedandoperated', 0.07757162796649589), ('locallyownedandoperated', 0.07746869339691612), ('fitness health', 0.07619760979635935), ('supportfamily', 0.07542393709158594), ('supportfamily supportsmallbusiness', 0.07488472145031054), ('supportfamily supportsmallbusiness locallyownedandoperated', 0.07488472145031054), ('supportsmallbusiness locallyownedandoperated gym', 0.07390692035463099)]",positive
30,29,331,29_responders_first responders_first_workers,"[('responders', 0.042028348243786706), ('first responders', 0.04117257366487737), ('first', 0.032412642736495544), ('workers', 0.023557801060279118), ('workers first responders', 0.02097676905182836), ('healthcare workers first', 0.02050197836789653), ('workers first', 0.020448238635268692), ('healthcare workers', 0.020330262825789244), ('healthcare', 0.017824572118267178), ('covid19', 0.015902862584610697)]",positive
31,30,326,30_blue_lightitblue_workers_tonight,"[('blue', 0.036698476387679466), ('lightitblue', 0.02483129241857258), ('workers', 0.01922464247574458), ('tonight', 0.019094304498145306), ('healthcare', 0.015041853530994319), ('support', 0.014858335205249599), ('covid19', 0.014270098691995053), ('healthcare workers', 0.014108193932484041), ('show support', 0.013797838797045308), ('show', 0.013717822224004486)]",positive
32,31,309,31_awareness_mental_mental health awareness_mental health,"[('awareness', 0.045084110341516964), ('mental', 0.0420700750733573), ('mental health awareness', 0.04084359954953241), ('mental health', 0.04014598801700588), ('health awareness', 0.04001072051989897), ('month', 0.034903352457669234), ('awareness month', 0.03475372428442929), ('health awareness month', 0.031868423959655945), ('green', 0.0261295767172795), ('health', 0.02369113725485486)]",positive
33,32,305,32_police_mental_mental health_jails,"[('police', 0.03165177858463581), ('mental', 0.015101439931481775), ('mental health', 0.014847320511654728), ('jails', 0.013911594779361016), ('health', 0.013317868831035992), ('correctional', 0.01209745761496914), ('correctional health', 0.012084273617037384), ('services', 0.011714778600164864), ('correctional health services', 0.011030846673645919), ('crime', 0.010980313768069476)]",positive
34,33,304,33_dog_dogs_pet_animals,"[('dog', 0.023958219230856875), ('dogs', 0.02164641413204153), ('pet', 0.021354179215739368), ('animals', 0.019288498452642522), ('animal', 0.016436888579855678), ('pets', 0.016313489410331575), ('support', 0.011895888034878128), ('cats', 0.0098918506326572), ('care', 0.008806666349536904), ('amp', 0.007662942659262649)]",positive
35,34,293,34_love_mental_mental health_im,"[('love', 0.022555811144142762), ('mental', 0.019597525653281073), ('mental health', 0.01925695783230219), ('im', 0.018003164704554715), ('friends', 0.01596859836749142), ('health', 0.015134953382188978), ('gratitude', 0.014171379368489334), ('life', 0.012404971815775398), ('support', 0.011061124434220602), ('grateful', 0.011010445688932446)]",positive
